# Tetrahedron method
       -4.6418757601        0.0000000000
       -4.6125599039        0.0000000000
       -4.5832440477        0.0000000000
       -4.5539281915        0.0000000000
       -4.5246123353        0.0000000000
       -4.4952964791        0.0000000000
       -4.4659806229        0.0000000000
       -4.4366647667        0.0000000000
       -4.4073489104        0.0000000000
       -4.3780330542        0.0000000000
       -4.3487171980        0.0000000000
       -4.3194013418        0.0000000000
       -4.2900854856        0.0000000000
       -4.2607696294        0.0000000000
       -4.2314537732        0.0000000000
       -4.2021379170        0.0000000000
       -4.1728220608        0.0000000000
       -4.1435062046        0.0108062916
       -4.1141903483        0.0458705953
       -4.0848744921        0.0604402429
       -4.0555586359        0.0747357412
       -4.0262427797        0.0894528329
       -3.9969269235        0.1820797133
       -3.9676110673        0.3933354915
       -3.9382952111        0.5433203674
       -3.9089793549        0.6168219937
       -3.8796634987        0.6882827293
       -3.8503476425        0.8069053320
       -3.8210317862        0.9126105162
       -3.7917159300        1.0376412212
       -3.7624000738        1.1649461215
       -3.7330842176        1.2068849604
       -3.7037683614        1.2488143440
       -3.6744525052        1.3072787169
       -3.6451366490        1.3582454921
       -3.6158207928        1.4193843834
       -3.5865049366        1.4975842070
       -3.5571890804        1.5889024607
       -3.5278732242        1.7215532611
       -3.4985573679        1.9408712629
       -3.4692415117        1.9699047775
       -3.4399256555        1.9997530540
       -3.4106097993        1.9916831769
       -3.3812939431        2.2537911001
       -3.3519780869        2.1132415367
       -3.3226622307        1.9342850433
       -3.2933463745        1.7846152009
       -3.2640305183        1.6732619326
       -3.2347146621        1.5046048092
       -3.2053988058        1.3443800662
       -3.1760829496        1.2693524164
       -3.1467670934        1.2239987021
       -3.1174512372        1.2544320652
       -3.0881353810        1.2658372837
       -3.0588195248        1.2754118718
       -3.0295036686        1.2950961481
       -3.0001878124        1.3377575378
       -2.9708719562        1.3797023533
       -2.9415561000        1.4397808619
       -2.9122402437        1.4355412986
       -2.8829243875        1.4100328642
       -2.8536085313        1.1734130142
       -2.8242926751        0.9463021290
       -2.7949768189        0.9359327420
       -2.7656609627        1.0290276931
       -2.7363451065        1.0876807472
       -2.7070292503        1.1198053731
       -2.6777133941        1.1639715461
       -2.6483975379        1.2279329823
       -2.6190816816        1.3250392332
       -2.5897658254        1.7275380197
       -2.5604499692        1.2792420444
       -2.5311341130        1.3274161224
       -2.5018182568        1.4254492834
       -2.4725024006        1.6178964295
       -2.4431865444        1.4904980956
       -2.4138706882        1.3934714764
       -2.3845548320        1.4227468017
       -2.3552389758        1.2659976874
       -2.3259231195        1.2295872391
       -2.2966072633        1.2460046064
       -2.2672914071        1.2755428562
       -2.2379755509        1.3620952906
       -2.2086596947        1.3798195075
       -2.1793438385        1.4700192174
       -2.1500279823        1.4738936148
       -2.1207121261        1.4339734258
       -2.0913962699        1.3881564140
       -2.0620804137        1.3790665714
       -2.0327645575        1.3834014225
       -2.0034487012        1.4058632502
       -1.9741328450        1.3923395532
       -1.9448169888        1.3800915462
       -1.9155011326        1.3733797069
       -1.8861852764        1.4147865548
       -1.8568694202        1.4446064816
